recid,givenname,surname,suburb,pc
827628,christopher,milnes,archies creek,3995
6594797,rowena,westman,armidale,2350
434423,pieter,lugherborrow,pyrmont,2009
2400504,joseph,boston,eaglehawk,3556
6201594,vai,weedon,main beach,4217
5415165,kathleen,doran,uralla,2358
1351934,evan,kim,southport,4215
3842304,trong,dixon,east ipswich,4305
303369,michael,jeffreys,trafalgar,3824
5546271,eva,chatterton,airlie beach,4802
5021985,carole,dellit,redcliffe,4020
3055906,roslyn,newton,mornington,3931
1745194,wing,shaw,crowlands,3377
2662701,reece,smeulders,alexandra hills,4161
5415222,tassia,files,ferntree gully,3156
6888159,karen,tselembis,edgeworth,2285
696636,helen,innes,alexander heights,6064
6201667,hans,baigent,caringbah,2229
4104516,scott,walker,hawley beach,7307
958791,gerlinde,mathews,manly,2095
4104522,yi,stokes,claremont,6010
5939533,anne,mummery,banora point,2486
4366682,kaye,mckenzie,toowoomba,4350
2531680,maureen,muner,keilor downs,3038
1089889,veronika,phipps,hoppers crossing,3029
565606,gabrielle,williams,blackburn,3130
172396,marion,grafton,bentley,6102
5415286,stella,pearce,mitchell,4465
2269566,audrey,gillespie,yandina,4561
4759937,gary,stenehouse,yarramundi,2753
2662786,william,batge,gagebrook,7030
4235651,alphonso,johnson,ferntree gully,3156
4497806,leanne,walker,bateau bay,2261
696720,wayne,gardner,ocean reef,6027
2125891,margaret,puglisi,wattle grove,2173
5284246,julie,battye,dungog,2420
1688985,keith,jones,gingin,6503
4497816,marie,barnett,argenton,2284
3973539,william,marchbank,claymore,2559
3318180,john,jenkin,port kennedy,6172
3318185,julieanne,kopinya,bradbury,2560
5284266,peter,holzheimer,rockhampton,4700
2007467,maria,keast,denistone east,2112
41394,dean,james,bateau bay,2261
4366772,susan,young,dubbo,2830
2531765,gae,mcinnes,lake cargelligo,2672
696770,aden,williams,doncaster east,3109
6463939,jodye,carroll,minto,2566
1614279,anne,lamanda,flagstaff hill,5159
6726103,tjin,sands,slacks creek,4127
752077,james,noye,merimbula,2548
2662880,jodi,pemberton,buderim,4556
1352163,kugan,prucell,pearcedale,3912
172528,colin,daws,box hill,3128
3187186,craig,brincat,st albans,3021
5546493,alayne,barnes,worongary,4213
6595079,michael,taylor,stirling,2611
5677589,peter,lozo,vermont,3133
1745433,geoffrey,white,hinchinbrook,2168
2007580,jean,wormington,mount perry,4671
5808670,maria,harvey,castlemaine,3450
41505,peter,daly,kinross,6028
1614376,jeffrey,mcgrath,warragul,3820
5153322,elizabeth,irwin,berry springs,0837
2269743,balarany,roche,summer hill,2130
6201916,ross,vellu,boronia,3155
696909,ina,hinder,north richmond,2754
1221201,kim,burns,carseldine,4034
6726227,susan,charles,parkville,3052
6857301,robert,young,mooroopna,3629
1221211,helen,stephens,garfield,3814
2548267,john,quarrell,minyip,3392
6124806,margaret,puren,koongamia,6056
4366962,trevor,andre,buninyong,3357
6857332,astrid,schwarz,ceduna,5690
5284474,guenther,graham,canowindra,2804
4235901,colin,wright,queanbeyan,2620
1221246,tania,turner,ormond,3204
2400895,linda,sharp,fig tree pocket,4069
3318403,bradford,nugent,bunya,4055
5546636,atinae,koch,florey,2615
959117,julieanne,walker,anglesea,3230
2925203,leonidas,tonkiss,alice springs,0870
6333082,terence,mccashney,millmerran,4357
3580571,robyn,ollrich,pennington,5013
3580577,kevin,jennings,melville,6156
2925222,irene,payne,boronia,3155
4760237,kathryn,heber,mount tamborine,4272
3056304,carole,edmiston,essendon,3040
3449532,alexander,crowley,holsworthy,2173
4235968,john,pawson,newstead,7250
3711685,jenifer,robson,wembley downs,6019
434897,robert,daly,watanobbi,2259
6070995,monika,oram,st clair,2759
6726357,shubha,schweitzer,oatley,2223
565975,janelle,bignell,north epping,2121
1876700,hoe,lee,keilor,3036
959202,danae,short,corowa,2646
6333157,ruth,wright,tweed heads,2485
5153513,sharon,ward,shoal bay,2315
41707,brett,ryan,toowoomba,4350
5415666,innesa,breeze,beenleigh,4207
4891394,barry,o'sullivan,rowville,3178
1090310,jim,guy,nowra,2541
6726412,sultje,march,elizabeth park,5113
1317677,rose,foster,st kilda east,3183
2269977,neil,denn,morley,6062
2999770,roger,bolt,whyalla stuart,5608
4367140,stephen,christensen,strathfield,2135
434987,harry,bottger,banksia beach,4507
4629307,colin,denford,mundaring,6073
5677889,steven,capel,young,2594
6202180,gary,farrell,marks point,2280
828253,kate,kennedy,tieri,4709
2138978,eddy,visser,shailer park,4128
5415787,elsa,ryan,australind,6233
4367215,margaret,taylor,bayswater north,3153
3580791,joumana,barry,underdale,5032
3580793,nicola,foley,mount nelson,7007
5153665,ronald,ryan,bexley,2207
1614723,susan,lynn,banksia grove,6031
2060439,sharon,mooney,cardiff heights,2285
304019,muriel,apelt,golden beach,4551
5809047,rodney,thomas,dapto,2530
1614745,craig,green,longley,7150
6202270,peter,bates,kanwal,2259
1745824,kathleen,sharp,pappinbarra,2446
2663330,brendan,rayner,crabbes creek,2483
1221544,robert,zuiderduyn,kelmscott,6111
3187627,robyn,walker,somerset,7322
697281,violet,gaw,st kilda,3182
2925510,robert,romaneix,rosebud,3939
3580883,peta,gordon,edgecliff,2027
2008021,michael,isaacs,ripley,4306
6202328,huu,lind,port macquarie,2444
697308,michele,wright,morayfield,4506
6726624,darren,thomas,narellan,2567
6202339,narie,david,carmila,4739
435185,aniela,bong,hurstville,2220
5415926,ethel,lynch,alphington,3078
6071290,gillian,white,warnervale,2259
2257067,darren,bath,salisbury east,5109
6726661,leon,simmons,mildura,3500
2270218,andrea,jasmin,rowville,3178
566284,yang,tew,elermore vale,2287
5809172,david,mann,bethanga,3691
173085,yu,gillon,wembley,6014
5940254,anton,adams,balga,6061
2008098,suas,pomerenke,dalby,4405
3318820,pamela,utting,west lakes,5021
4760614,bruce,moule,clontarf,4019
2401323,lois,martin,deeragun,4818
304185,stella,fillippi,wangara,6065
3580996,robert,hamilton-smith,blacks beach,4740
959558,michael,clancy,eltham,3095
400225,peter,clark,balaklava,5461
6451383,imre,newnham,cobram,3644
990050,yvonne,brooks,port hedland,6721
5940302,david,skinn,kinross,6028
6464591,joanne,stewart,manly,2095
3843158,sandra,blackburn,cleveland,4163
3843161,james,payne,diamond creek,3089
4891745,valerie,seeary,st kilda,3182
4105318,qiu,bradshaw,wembley downs,6019
2270326,john,white,malvern,3144
959612,georgina,mckay,alice springs,0870
2270335,clive,hill,clifton springs,3222
5796033,ursula,simms,chifley,2036
6473986,laura,murray,glenroy,3046
2794637,gary,dalton,wallan,3756
828563,danny,tan,st albans,3021
1877142,vera,sperber,ocean reef,6027
6202520,vera,francis,kingaroy,4610
4367538,robert,dacoste,coopers plains,4108
4629688,elizabeth,thomas,bellevue hill,2023
3318970,debby,hill,bentley,6102
203638,paul,mcaullay,shenton park,6008
6202566,marion,rodda,gray,0830
3974343,lai,cook,burrowye,3709
1877208,micaela,buckler,bungendore,2621
959716,peter,renner,kenmore,4069
4498673,bradley,penfold,capalaba,4157
1484026,vivian,thame,joondanna,6060
3581185,jennifer,andracchio,leeton,2705
2008324,mark,phipps,hastings,3915
6071565,jonathan,fry,kialla,3631
3843352,friedrich,payne,riverview,4303
3187993,sandro,smith,emerald woods,4557
304420,mark,pearce,coffs harbour,2450
1615148,michele,coffey,lake view,5555
2663732,thi,lee,wynn vale,5127
1877304,suzanne,resch,darling point,2027
697659,ashor,mannan,green valley,2168
6333760,stephanie,meppem,isisford,4731
2008387,ruth,sands,millswood,5034
1221957,sheila,thornton,point cook,3030
3056971,patricia,dodd,glenorie,2157
1746256,sonia,howland,ilbilbie,4741
3196473,jill,moriarty,eltham,3095
5154137,ann,duane,scarborough,4020
5285213,deborah,hislop,willoughby,2068
5940579,michael,thomson,vermont,3133
697710,denise,worcester,coogee,2034
2663812,tony,rickards,old toongabbie,2146
6595976,betty,taylor,ingle farm,5098
1353099,arthir,munday,tewantin,4565
1353104,gaye,sewell,carrington,2294
4760988,marilyn,crooks,avalon,2107
6333860,maureen,birch,north perth,6006
5940645,james,stewart,tooradin,3980
959911,keith,rybarczyk,bathurst,2795
1484206,phillipa,resman,abbotsbury,2176
3581360,franklin,kmetko,gisborne,3437
5416370,gladys,biekens,arrawarra,2456
3581365,craig,gorrell,glen iris,3146
2663862,david,pearson,coogee,6166
5285304,melissa,wood,west launceston,7250
4761017,eric,brosolo,hepburn springs,3461
6320373,raymond,small,farmborough heights,2526
4498891,john,o'neill,campbelltown,5074
5023193,tracey,taylor,highbury,5089
3843548,ananthanaray,barnett,kingsley,6026
4105696,raynor,miller,alice springs,0870
6858214,to,chapman,petersham,2049
2532840,william,stirling,glengowrie,5044
2008554,eric,armstrong,clematis,3782
566784,george,puglisi,doncaster,3108
173573,sunaina,bartlett,edmonton,4869
304655,john,mayall,avalon,2107
6858257,bernice,swarbrick,balcatta,6021
5359193,jennifer,furlong,northam,6401
304675,peter,pearse,ringwood north,3134
1222201,darren,luscombe,woollahra,2025
3319354,arthur,mclachlan,laura,5480
4105795,margaret,tickle,dungog,2420
42565,faye,sallabank,ferndale,6148
2795079,amanda,davies,banjup,6164
566860,tim,brownett,nowra,2541
3319375,colin,porter,pittsworth,4356
4892244,andrew,thompson,waratah,2298
1077519,tae,white,kareela,2232
5940828,david,johnson,jannali,2226
1222243,rebecca,tan,red hill,2603
5154416,alan,brott,hampton,3188
3057270,david,machin,hillarys,6025
4761208,eufrosina,michalski,lambton,2299
4367998,peter,devane,aspley,4034
5547656,helen,babia,yorkeys knob,4878
1091226,kevin,godwin,springsure,4722
1877663,geoffrey,capewell,yowie bay,2228
1615520,angelo,allen,dandenong,3175
1353377,chris,heffernan,fairfield,4103
960164,simon,goldberg,st kilda east,3183
3974821,jan,raverty,ferny hills,4055
1615528,kirsty,brookes,glen waverley,3150
3974825,michael,murphy,moorabbin,3189
2890696,danielle,smart,cowan,2081
2533045,carol,read,bankstown,2200
4761282,elsie,iping,bonython,2905
2104267,marilyn,wood,tanunda,5352
5621368,robyn,hailes,greensborough,3088
2139865,margaret,page,point lonsdale,3225
2926300,kathryn,te moananui,newman,6753
698082,terence,sephton,berrimah,0828
2795235,benjamin,cleary,guildford,2161
2270951,wei,hall,port macquarie,2444
2978087,keith,hartin,tamworth,2340
2270958,jonothan,kelly,theodore,2905
4105969,cosmo,dukino,port macquarie,2444
1484530,bill,nicholson,strathpine,4500
42742,frits,small,elanora,4221
3974911,frank,seccafien,seaton,5023
2270984,john,robinson,oak flats,2529
6648108,veronica,mibus,newport,3015
1615634,ayse,langlands,smithfield,2164
3712791,david,prasad,carlingford,2118
829208,daniel,evans,romsey,3434
4266971,karen,morris,herne hill,3218
2795307,june,salpegidis,sunshine,3020
2664238,edward,tucker,armadale,6112
6596399,eileen,soralump,westmead,2145
42805,patrick,morgenthaler,port melbourne,3207
5154616,roslyn,giacobbe,rosedale,3847
5285692,richard,meek,narellan,2567
3319616,christine,li,braybrook,3019
1353539,angelo,bruce,orange,2800
6596430,marion,vrakas,bundoora,3083
6072153,lai,board,thulimbah,4376
2533217,antoinette,canning,isseka,6535
5678946,kim,brache,upwey,3158
1877862,chi,carruthers,newcastle,2300
5810030,geordie,senior,birkdale,4159
1091442,stephaine,lagden,margate,7054
6596472,leslie,jones,drummond cove,6532
4499333,paul,birse,miami,4220
3188614,linda,yardley,pawngilly,4871
829321,david,abraham,miranda,2228
3712910,dorcas,treble,cobden,3266
1615761,saso,farrimond,corrimal,2518
3843999,megan,sutton,gwandalan,2259
6465442,bruce,williams,kyogle,2474
4761514,craig,pascoe,cherry gardens,5157
960438,kaye,starr,port melbourne,3207
2795452,julie,fitzgerald,port macquarie,2444
567229,olga,pedzinski,north geelong,3215
3450817,fatemeh,seuren,beckenham,6107
2402254,julie,lang,beverly hills,2209
3712983,serullah,hawthorn,kerang,3579
1746905,sohei,rule,ivanhoe,3079
1091549,ada,caselli,reservoir,3073
5285864,alexandra,wendeborn,berowra,2081
5023724,michelle,akkulah,meadow heights,3048
4237294,ran,fratino,greensborough,3088
3581937,carolyn,taylor,brown hill,3350
960509,richard,banham,glossodia,2756
1353734,edward,rogers,greenwith,5125
174089,john,garrett,labrador,4215
6596619,gaby,donaldson,northcliffe,6262
6465548,walter,white,aberfoyle park,5159
5023759,joseph,harper,sale,3850
5416982,karen,neilsen,septimus,4740
1615914,paul,lenkic,brighton,3186
4660231,arthur,bailey,lennox head,2478
5941292,joan,costelloe,lake haven,2263
1878062,margaret,mutton,pascoe vale,3044
6465584,david,sorace,lilydale,3140
6465586,soo,macdonald,woolgoolga,2456
5810234,mavis,hoffmann,woodcroft,5162
3188795,katrina,duthie,dululu,4702
3713089,harvey,zisis,blackburn north,3130
2140226,italo,foley,karana downs,4306
5417031,tautala,morrison,mornington,3931
5810252,john,smith,seacombe gardens,5047
4106318,alan,brown,dundas,2117
5285968,rosemary,wallis,corinda,4075
6560784,wayne,haryono,belmont,6104
2795633,helen,black,karridale,6288
960636,donald,o'donnell,belmore,2192
5941379,kim,li,westall,3169
2140300,kathleen,littmann,annerley,4103
2402446,kristy,hall,stafford heights,4053
1222802,ingo,o'reilly,edwardstown,5039
1747097,terry,kelly,esperance north,6450
4507333,debra,moreland,mount gambier,5290
2664614,marcelle,batley,mangrove mountain,2250
6560797,melissa,johns,dongara,6525
4106420,jodi,shearing,shoalwater,6169
4106424,garry,hill,buderim,4556
4892864,wayne,fooks,bentleigh east,3165
5023938,ellen,warman,ballalaba,2622
3975376,janeen,robson,tannum sands,4680
4761810,lynne,ping,footscray,3011
6727893,patricia,lowell,springvale south,3172
6334678,desmond,smith,kurri kurri,2327
5548252,yvonne,fulcher,bundaberg,4670
3582185,donald,murfet,devonport,7310
960750,ha,doig,wattle grove,6107
2009327,patrick,martin,summer hill,2130
43251,michele,mackintosh,dubbo,2830
1485056,antonio,oke,marcus beach,4573
3057925,lioubov,tang,macquarie park,2113
436489,heather,mcmackin,bongaree,4507
3451146,louise,ditchburn,coogee,6166
3189003,michael,stewart,shoalhaven heads,2535
4761881,joel,buissink,beaconsfield,6162
3057950,carmen,sayers,lewisham,2049
1747245,ivano,prentice,nathalia,3638
5286198,brian,smith,yeppoon,4703
698679,richard,tasker,st marys,2760
4892989,bruce,tilyard,warrane,7018
6072639,wai,rump,leongatha,3953
5810498,lin,hilgert,hampton,3188
698697,simon,evans,bridgeman downs,4035
5024079,kerry,munroe,warana,4575
436563,gary,woodham,port macquarie,2444
1485142,kiu,mcaliney,forbes,2871
3058009,carol,ariani,south yarra,3141
960858,dawn,day,queanbeyan,2620
3189084,rhonda,naughton,tailem bend,5260
1747299,reta,phillips,seacliff,5049
5417318,kenneth,gardner,cobram,3644
5548393,joan,doherty,concord,2137
305519,li,lumen,churchill,3842
4237680,elizabeth,douglas,barton,2600
3975537,sarojni,hayden,orange,2800
960887,robert,nur,carlton,3053
2533752,kelly,strode,kangaroo point,4169
6596986,roger,kleemann,whittlesea,3757
1747326,marietta,demarchi,sorrento,3943
2271615,oriel,swain,umina beach,2257
5024129,wendy,vidovic,rockingham,6168
1091974,lillian,smith,burpengary,4505
3058055,peter,bailey,dapto,2530
5417359,gloria,camilleri,cape paterson,3995
960917,fiona,ostigh,boddington,6390
1616299,zoe,orton,kootingal,2352
3058098,xiu,hamilton,seaton,5023
829877,sean,whitefield,labrador,4215
1354166,nadine,gourdis,balcatta,6021
3844535,cynthia,sparks,eltham,3095
5155268,christine,guymer,labrador,4215
2009541,rexene,gregory,eagle bay,6281
6597066,melinda,darby,minlaton,5575
4762089,deborah,mcelroy,kanimbla,4870
1616370,graham,scott,berwick,3806
4631056,shaamini,chandra,hoppers crossing,3029
567838,stephen,cselko,whyalla stuart,5608
4500001,gary,goodfellow,wilton,2571
3713583,william,souter,budgewoi,2262
5548592,glenn,dalton,eltham,3095
5417528,anthony,haddow,greenslopes,4120
3873888,leanne,nematalla,mount druitt,2770
2665028,tina,ding,eight mile plains,4113
4631110,lesley,bowen,echuca,3564
3451465,luka,nash,kew,2439
3582547,thao,mcleod,cardross,3496
6466142,kelvin,vanekeren,marlo,3888
5679716,sooi,brown,corrimal,2518
3582570,edwina,hamilton,petrie,4502
567915,eveline,kimlin,mount louisa,4814
1223295,ross,webb,taroom,4420
6597250,kay,blok,north epping,2121
2009735,yang,pumma,aitkenvale,4814
1449068,kate,williams,ingleburn,2565
5810834,jaruwan,smith,camp hill,4152
5155477,james,andrews,lismore,2480
3975836,beryl,burnett,beechboro,6063
2796192,timothy,connor,beaconsfield upper,3808
4631205,jie,carden,grafton,2460
6204070,susannah,cameron,fingal bay,2315
6728363,geoffrey,naji,auburn,2144
5941937,wendy,lee,maroubra,2035
3975872,rebecca,peterson,hackham,5163
4762306,ling,kerr,terrigal,2260
3582659,sandra,petersen,palm beach,4221
830153,roselyn,wang,gwynneville,2500
3975885,michael,profaca,bell post hill,3215
6728409,laura,hickmott,keilor,3036
3320538,josephine,herrera,new town,7008
5810917,tan,wells,wodonga,3690
2403047,gary,sicha,jindabyne,2627
6859496,tanya,wallace,wardell,2477
4893417,robyn,mamo,bonnyrigg,2177
1878767,kathryn,cooper,eurongilly,2663
2271985,shao,sultana,blacktown,2148
2271987,raylene,saunders,wollongong,2500
43764,pauline,wilson,narre warren,3805
5679869,ross,weston,lockleys,5032
5155587,henry,lamur,spring hill,4000
203906,james,iskenderian,east killara,2071
6466321,clarence,brooks,preston,3072
1092376,jeremy,gordon,woodend,3442
5679905,william,phu,smithfield,2164
5024548,graeme,marton,dubbo,2830
1747756,vicky,stubbings-hill,alexandria,2015
2665270,timothy,zadel,port kembla,2505
5403103,peter,buhagiar,belfield,2191
1616700,margaret,reid,centennial park,2021
2009927,helen,collins,eastern heights,4305
699209,sacha,laird,brighton,3186
5228343,anita,trayhern,broken hill,2880
1092432,daphne,grubb,woodridge,4114
2927442,helen,santarelli,nollamara,6061
2534228,graham,hawkins,fishermans paradise,2539
3058517,kent,mclain,leeton,2705
4762455,michael,goode,newmarket,4051
6728541,winston,lloyd,barwon heads,3227
830304,leslie,mcewan,toowoomba,4350
1878881,grant,qu,mulgrave east,3170
3546257,leah,allan,claremont,6010
2534248,john,minniecon,maryborough,4650
2403178,john,driscoll,southport,4215
2141035,marie,wallace,lyndoch,5351
5679987,john,zoupani,hawthorn east,3123
2141044,jeffrey,helwig,park orchards,3114
5417848,lin,travers-jones,terranora,2486
4769599,ann,richards,canning vale,6155
5024642,lois,gal'lino,liverpool,2170
5680010,david,williams,irymple,3498
1878924,robyn,hyde,forrest,2603
3845018,skye,naidu,bankstown,2200
3845021,lee,sickinger,clayfield,4011
4893611,todd,zal,campsie,2194
6597549,kristine,shoolman,gordon,2072
6204334,elaine,willows,manly vale,2093
2534319,susanne,lehman,tennant creek,0860
4500402,ann,ellis,sinnamon park,4073
553460,ross,rustomjee,brighton east,3187
6728635,fatima,duson,bray park,4500
43978,febrian,douglas,bayswater,6053
5549005,lois,rutherford,nundah,4012
5549008,stuart,helander,abbotsford,2046
4631506,vera,chand,parramatta park,4870
6073302,marjorie,janzen,randwick,2031
4893664,allan,schimke,zillmere,4034
2534374,fay,wellington,heidelberg heights,3081
4631529,kim,baker,australind,6233
3568125,frances,strang,armadale,3143
5286897,fortunato,gregg,euston,2737
1354747,silvano,markwort,kearsley,2325
2038954,romeo,perconte,caroline springs,3023
3582991,robert,murrie,grange,5022
961553,robert,bertie,camberwell,3124
2796570,justin,skobla,lemongrove,2750
1354782,heidi,peters,aspley,4034
1616927,qiang,o'sullivan,kallaroo,6025
1748000,judith,natkanura,hawthorn,3122
5286946,irene,jurevic,beaconsfield,6162
5549099,anthony,maahs,mitchelton,4053
6466607,margaret,chalabarczuk,essendon,3040
3976240,gregory,dawson,kawana,4701
2665521,barry,gabrael,penrith,2750
2927677,robyn,falcone,coburg,3058
2927686,simone,lavender,green valley,2168
1616967,lee,birch,howrah,7018
2890935,caroline,smith,tullamarine,3043
6859855,andrew,barry,singleton,2330
4762709,naji,hannaford,gloucester,2422
4762714,jonathan,hiscock,hillarys,6025
2272351,marjorie,ryan,murrumba downs,4503
5468690,marjorie,mcwha,parkdale,3194
1354866,jennifer,finch,concord,2137
5992979,ian,mirza,thornleigh,2120
1617013,aaron,young,st arnaud,3478
4107383,darren,downie,traralgon,3844
437370,jason,haramis,marrickville,2204
5942395,daniel,nicol,elwood,3184
4762748,taufui,hall,whittington,3219
4500607,thang,stuart,carlingford,2118
5680262,john,gittins,tin can bay,4580
3058835,john,martin,armadale,6112
5549204,elizabeth,phipps,ascot,4007
175274,antonella,mcconnell,tongala,3621
3976367,filippo,petsavas,caulfield south,3162
306359,kenneth,mossman,woy woy,2256
1617086,beverley,rowett,stanmore,2048
3452099,gordon,featonby,springwood,2777
1354963,neil,musgrave,frenchs forest,2086
2141403,jeannette,heathcote,windale,2306
3321053,betty,dhillon,kingswood,2747
5942498,jun,wait,ivanhoe,3079
699625,renee,mannays,hampton park,3976
6466794,sandra,baker,warwick,4370
1864231,frederick,horsfall,fingal head,2487
5025010,valerie,harris,caulfield,3162
5418234,evelyn,mehan,trafalgar,3824
4107517,jean,little,waggrakine,6530
2534657,bruce,hammerstein,monash,5342
2010370,francis,johns,brunswick,3056
5549315,marjorie,riera,kalbo,4871
2010372,faye,quick,wyndham vale,3024
5206572,philip,everett,morley,6062
2534668,pauline,boyd,parmelia,6167
684589,thuan,hackford,morwell,3840
4893970,harri,banks,hamilton,2303
961817,kenneth,conley,wongaling beach,4852
4762906,ann,hueng,belmore,2192
4369695,vanajakumari,frankl,doncaster east,3109
4369706,babette,garbowski,molesworth,7140
2141484,rangi,phillips,balmain,2041
5418305,con,hadzi-nikolov,view bank,3084
3321155,daniel,modi,highgate hill,4101
3059015,carol,semken,manunda,4870
699721,craig,jones,ayr,4807
2388537,joseph,schulze,berri,5343
2010456,monica,kelly,caloundra,4551
6204766,alice,kiely,moranbah,4744
6466911,stephen,bachali,attunga,2345
830817,ethel,gillespie,albury,2640
5549410,geoffrey,lavorgna,mooroolbark,3138
699756,leslie,schulz,mill park,3082
4894063,colin,sinclair,alexandra hills,4161
6729072,lea,henri,baulkham hills,2153
699761,angelina,aung,ballajura,6066
3059062,ligia,chilcott,lesmurdie,6076
2141560,warren,mozsny,camden,2570
4369788,richard,stuart,manly,2095
2796928,david,nuske,pinnaroo,5304
4500874,helena,groeme,beckenham,6107
5418382,olaf,prees,chippendale,2008
568722,bradley,byrne,reservoir,3073
1486232,sandra,cameron,maclean,2463
3830340,dennis,diack,black rock,3193
6598050,paul,hasemore,nowra,2541
1748388,genevieve,wilson,finley,2713
3059114,glenn,shepley,the entrance,2261
5680555,felice,williams,kelvin grove,4059
1424314,graeme,robbins,renmark,5341
6073776,elizabeth,edwards,warana,4575
1224115,lance,rock,south perth,6151
3632762,gerard,dalla,malvern,3144
6335943,michael,wells,south melbourne,3205
6598090,trevor,morgan,marangaroo,6064
1224143,jennifer,mckenzie,healesville,3777
6204881,donna,crowe,sheldon,4157
5811668,debra,smart,killara,2071
1748451,vancho,towner,manly vale,2093
5287398,peter,molloy,thornbury,3071
4369898,helen,do,regents park,2143
6073835,anthony,dawson,dalkeith,6009
306693,cynthia,van denakker,rye,3941
5156362,louise,clark,cape tribulation,4873
5287439,david,stacey,toowoomba,4350
1748497,jimmy,blake,quakers hill,2763
568859,paul,hyde,rylstone,2849
4763167,kit,davis,tewantin,4565
3976742,debra,versteegen,kangaroo flat,3555
4894247,laura,weniton,maylands,6051
5053703,huechi,farmer,redcliffe,6104
4238894,lorna,assi,bankstown,2200
962103,elizabeth,cope,mile end,5031
2403906,trevor,perry,caringbah,2229
6729284,kevyn,gentry,st peters,2044
2272837,barbara,harvie,mulgrave east,3170
6336074,jean,walters,westmeadows,3049
3845713,leonie,cox,longford,7301
3845715,joyce,sakr,bexley,2207
3845717,robert,chaskiel,caulfield south,3162
5287516,kevin,horsington,harbord,2096
2797153,jane,verhoeven,sebastopol,3356
3583588,scott,droney,southbrook,4352
306791,nathan,mcdermott,south kingsville,3015
2666096,amanda,mears,salisbury,4107
1355378,joy,bahn,frankston north,3200
3059329,brett,lipscombe,alexandria,2015
831106,robert,govers,potts point,2011
2141834,barry,borg,bossley park,2176
175759,jeanette,chadrawy,bankstown,2200
4632221,jennifer,moncrieff,victoria park,6100
4894369,terence,wood,willow grove,3825
2272934,ken,brennan,hawthorn,3122
2928299,vicki,smith,nowra,2541
444360,bruce,moeller,merrylands,2160
3845811,elizabeth,andriopoulos,cooks hill,2300
2797236,emmanuel,plug,gawler east,5118
3895924,doreen,mercer,oxenford,4210
306879,melissa,mustey,mirani,4754
1224390,carol,shevlin,killarney heights,2087
831177,jennifer,michel,noble park,3174
5156559,ruisu,morris,emerald,4720
5942998,vincent,harrington,lake albert,2650
4107993,annette,gould,gordonvale,4865
3190495,christine,klinge,forest hill,4342
700133,verena,woods,narromine,2821
6729446,jeffrey,hefford,clayfield,4011
1617646,anthony,bewey,parklea,2768
3583734,mary,avrmovic,glen iris,3146
1929857,barbara,clark,stepney,5069
4370204,manya,roulis,smithfield,2164
2235696,joanne,lewis,balmain,2041
6336290,peter,ward,bonnells bay,2264
6205230,gloria,sherlock,ballina,2478
5549880,sreten,jockel,tarragindi,4121
5418814,brian,anderson,sunbury,3429
175938,min,heinrich,glenside,5065
6860620,helen,pereira,gosnells,6110
6205264,david,uren,belmont,3216
4763474,terence,zyhalak,lake albert,2650
1093459,karmen,bruzzese,mill park,3082
2928481,jennifer,spence,dubbo,2830
1093482,clinton,grove-jones,peterborough,5422
4239227,geoffrey,greenfield,isabella plains,2905
3714949,ruth,petersen,berala,2141
831370,petra,dodson,kedron,4031
4894620,laurel,so,auburn,2144
1617835,john,lyons,queanbeyan,2620
307124,wayne,vines,belrose,2085
176060,peter,duff,seddon west,3011
5025733,annette,stoduto,rye,3941
4894666,ross,mundy,rosanna,3084
3846097,hoon,kelly,mount barker,5251
2535379,grahame,saul,townsend,2463
5025756,kimberley,fox,moorabbin,3189
3321824,gordon,moore,norwood,7250
6598627,sandy,vindedzis,queens park,6107
3846120,ivy,aitkin,lithgow,2790
5550058,david,travers,manning,6152
45044,david,mander-jones,palm beach,2108
5550072,ken,o'lynn,warilla,2528
5943291,nido,patchin,dundas,4306
176125,michael,petrinovic,liverpool,2170
3846163,elango,davies,epping,3076
5287957,erica,tacey,epping,3076
2273303,grace,halliday,irrewarra,3249
6205465,eric,wyatt,belmore,2192
1224748,denise,smith,kippa-ring,4021
2404416,gilbert,cigolini,kellyville,2155
3715140,margaret,lucas,hawthorndene,5051
4763718,trevor,jesse,red hill,4059
3977291,edward,buchanan,tewantin,4565
4108365,james,guthrie,north rockhampton,4701
4632660,natan,walker,lower hermitage,5131
1618006,margaret,casey,kingston,4114
4632671,robert,carey,novar gardens,5040
3977326,sandra,hall,ascot vale,3032
6598769,scott,daly,reynella,5161
6729844,maryanne,wilson,cabarita beach,2488
3715192,aleksander,scannell,st ives,2075
2093511,karina,paull,baddaginnie,3670
6860930,joe,walker,essendon,3040
5812360,corinna,marks,whyalla norrie,5608
3393560,dianne,osborne,garvoc,3265
1618069,nicole,beveridge,lower templestowe,3107
3322018,maria,zavgorodni,oaklands park,5046
1618086,dannielle,bell,trangie,2823
307372,christine,carrett,menangle,2568
962740,terrence,mccarroll,cleveland,4163
307388,robert,induni,canterbury,2193
45249,marica,ogden,gunbower,3566
6205643,helen,mccarthy,clifton springs,3222
4763860,lynette,tressos,northbridge,2063
1749206,ilhan,sutisna,campsie,2194
2535640,rochelle,walter,north parramatta,2151
6205659,ross,mckellar,swansea,2281
5026023,edward,chandra,box hill,3128
6861033,luciano,radda,blackburn,3130
569584,kevin,morgan,mandurah,6210
3846385,donald,lansky,bondi,2026
831730,pierre,taylor,loganlea,4131
3715316,kathleen,roberts,oakey,4401
6729984,william,fortunaso,merewether,2291
