recid,givenname,surname,suburb,pc
6618538,helen,lane,wallington,3221
6094258,kathleen,harvey,largs north,5016
458164,lawrence,couchman,avoca beach,2251
2162109,cathariena,hii,st kilda,3182
775413,gilles,birch,hallam,3803
4914630,lyndal,serong,longwarry,3816
1113543,henri,adams,wagga wagga,2650
3866058,rex,schembri,mascot,2020
6618578,gerard,yen,auburn,2144
4259285,mary,srjararian,chatswood,2067
1375703,ping,mccarthy,mollymook,2539
3341789,carlos,mudge,greenwood,6024
1375711,ian,meehan,box hill,3128
4192104,suzanne,roper,wodonga west,3690
5963261,theodore,daughtry,aitkenvale,4814
1375746,jason,barnard,rochester,3561
4991574,ewgenia,gosnold,craigmore,5114
851462,frederike,campbell,terranora,2486
3210761,nubbia,jovanovic,rockingham,6168
5307922,chingwon,pretty,bentleigh,3204
6618651,george,layton,wanneroo,6065
3079710,choon,tyson,surrey hills,3127
4652589,ann,knight,palm beach,4221
982576,mark,burn,templestowe,3106
5307962,frank,stone,lalor park,2147
720444,anthony,blansjaar,beecroft,2119
3866178,sara,wyatt,glen huntly,3163
5307971,richard,shum,narwee,2209
3472964,marcia,garland,cockatoo,3781
6383096,douglas,teasdale,terrigal,2260
3341903,leesha,hadley,dapto,2530
3472978,robert,jewell,toowoomba,4350
458325,sue,srpcanski,lalor,3075
3659023,fang,barlow,greenwich,2065
2981818,eva,stead,bradbury,2560
3604062,maureen,trebilcock,enfield,5085
5832289,doreen,roberts,ocean grove,3226
2424425,lynn,niall,sorrento,4217
327286,norman,abbaszadeh,cottesloe,6011
3079803,anne,gorrie,flemington,3031
65151,sally,anderson,oxley,4075
5176960,phillip,murphy,dubbo,2830
327297,madge,petersen,southern river,6110
5045890,andrew,rahmani,endeavour hills,3802
1900164,keith,horsten,gladstone,4680
6880902,ennio,connor,castlemaine,3450
5439117,barbara,dawson,warrandyte,3113
6804760,michael,clapton,torquay,4655
3735186,leisa,middlin,wodonga west,3690
720532,ian,law,fitzgibbon,4018
3341974,jeffrey,mizoglou,airport west,3042
3735191,andrew,greengrass,o'sullivan beach,5166
3079833,david,dickson,kensington,6151
4390554,maria,price,cambooya,4358
1506982,li,vallance,carlton,3053
1375923,peter,nettleingham,narre warren south,3805
3079864,julie,finlay,cloverdale,6105
1375932,janice,lynch,marulan,2579
6880959,peter,browne,moss vale,2577
4128448,leonie,stokes,yeerongpilly,4105
720577,adele,stovin-bradford,gerringong,2534
3604180,maria,kennedy,goonellabah,2480
589538,lisa,guley,diamond creek,3089
2424564,abida,colvey,bondi junction,2022
1900294,amber,hickey,the entrance,2261
196359,andrew,leitch,naracoorte,5271
2686733,neville,harrison,leichhardt,4305
4652814,jennifer,sohel,canterbury,2193
6487833,anna,hodgkinson,nanango,4615
4860549,caroline,paterson,innisfail,4860
327456,ivan,ransley,pearce,2607
327460,felicity,mcnicol,mitcham,3132
4783917,jill,zacharchuk,prospect,5082
6356786,pansy,nissen,boddington,6390
972083,geoffrey,pickett,montmorency,3094
3604286,mavis,guan,narwee,2209
4915022,peter,farrington,unanderra,2526
4521807,paul,kinlock,salisbury east,5109
4521808,heather,haddad,guildford,2161
2293585,james,primmer,ainslie,2602
589664,noeline,brown,durack,0830
4915043,john,hartfiel,north ipswich,4305
2686829,mei,shinners,redcliffe,4020
3473262,hoa,wale,bayswater,3153
2843480,arthur,bewg,tewantin,4565
3080050,gwenneth,horner,chirnside park,3116
5963638,shing,hui,kingsford,2032
851835,wimpy,wyman,glebe,2037
3604349,barbara,sacco,willetton,6155
2555777,seng,pendreigh,bowen,4805
3997572,thomas,moon,corrimal,2518
6225800,bruce,rawi,auburn,2144
1769357,james,donoghue,newtown,2042
2293648,myra,irwan,croydon park,2133
720785,richard,hynes,alice springs,0870
3735445,clare,catrice,armadale,3143
1638306,joseph,thomas,mullewa,6630
6881190,brendan,black,wodonga west,3690
4521895,janice,polley,colac,3250
5439418,dayasagar,faris,kogarah,2217
1900479,nigel,glynn,chatswood west,2067
6094791,michael,simmonds,dee why,2099
5046219,alfred,bersey,boronia,3155
4915149,yevhan,ziersch,loxton north,5333
2686928,lazo,vu,collaroy,2097
3921230,donald,banos,kingsgrove,2208
6225880,john,mcilhagga,paddington,2021
2162657,peter,kleingeld,alice springs,0870
2555874,barry,jackson,highfields,4352
5963749,roger,chakley,sunbury,3429
6094823,king,hutchinson,scarborough,6019
2162690,ettore,cody,arundel,4214
5570566,roger,bisby,branxton,2335
458766,alan,bruns,brompton,5007
4915217,arthur,penna,durack,0830
65561,gregory,watts,hawthorn east,3123
1245213,luan,allen,ardrossan,5571
2031648,belinda,harris,kielpa,5642
4784161,marjorie,morris,bongaree,4507
1769512,elizabeth,taylor,alexandra hills,4161
1376298,john,dalamagas,malvern east,3148
4390964,mirek,colwell,chifley,2036
2555960,jan,mitran,jubilee pocket,4802
4128828,dean,law,templestowe,3106
3080256,ping,cope,seaton,5023
5046347,gary,fitzpatrick,wollongong,2500
2818125,robert,hogan,cook,2614
2949203,shiu,djordjic,moorooka,4105
4259927,robert,stockman,paradise,5075
1900637,andrew,blanch,nambucca heads,2448
5177438,stacey,hart,castlecrag,2068
196705,zui,bailey,smithfield plains,5114
6881380,maria,shooks,wanniassa,2903
6226024,wayne,smith,bowning,2582
6094958,watutanterig,labuschagne,highgate,6003
1900671,valerie,blomeley,hillbank,5112
4522112,albert,shore,birkdale,4159
4259971,paul,katuwal,ashfield,2131
2031753,stewart,carter,woonona,2517
5570698,lee,tong,wonga park,3115
458898,david,ng,burwood east,3151
4259987,shirley,wilkes,brighton,3186
5963930,singh,thomson,wodonga,3690
6488222,desma,becker,toowoomba,4350
4128929,diana,wilson,pascoe vale,3044
5570732,sushila,gillam,ulverstone,7315
3997874,gwen,sim,plympton north,5037
3997879,eric,van den bosch,scottsdale,7260
5832892,queenie,saddick,east perth,6004
196798,graeme,van lingen,arana hills,4054
2425027,laurence,piniotis,glenroy,2640
1245383,gary,chilcott,ulverstone,7315
6881482,norma,sama,gympie,4570
6881484,peter,pavy,raymond terrace,2324
983247,jennifer,hardaker,armidale,2350
4497645,john,christoe,mooroopna,3629
5570773,sam,saligari,woolsthorpe,3276
2031832,christine,duckworth,cherrybrook,2126
5308637,frank,reynolds,albert park,3206
590050,gail,nazareth,winthrop,6150
3866856,neil,rich,joondalup,6027
5177584,paul,o'rourke,clayfield,4011
6455336,chris,gee,southport,4215
327922,graham,jankowski,dubbo,2830
3735801,wayne,mirrington,narromine,2821
2031870,nick,astbury,bruce rock,6418
6881540,verna,jenkin,willetton,6155
1114373,michael,joseph,granville,2142
2949382,louise,magusic,altona meadows,3028
6619400,jane,reilly,beckom,2665
6750473,laura,dwyer,ashfield,2131
2818316,wencheng,clark,willetton,6155
5308691,margaret,landewee,oakleigh,3166
5964055,robert,henderson,colyton,2760
2556186,jeanette,colville,ballarat,3350
2949415,paul,gannon,the gap,4061
2031912,juan,pedavoli,glenorie,2157
1900844,faye,karge,yanakie,3960
4522286,marina,bachmanis,eastwood,2122
1114415,michael,yiahayia,st albans,3021
5701940,stephen,france,belmont,2280
6357303,sally,alexander,vermont south,3133
6881598,albert,tracey,roselands,2196
590144,chinteck,taylor,nyngan,2825
590155,yanli,friend,queanbeyan,2620
459088,darrell,allen,applecross,6153
4915538,camille,reid,north perth,6006
1769811,michael,hoskin,mcdowall,4053
6357334,susan,kooyman,calwell,2905
6488413,david,snaddon,wavell heights,4012
4653408,vicki,brown,banksia park,5091
983402,glenda,pisani,newborough east,3825
3211631,vic,wilson,port noarlunga south,5167
6226292,michelle,riek,arana hills,4054
459138,jean,comopoulos,pascoe vale,3044
2032004,robert,wang,meadowbank,2114
459145,peng,vitnell,modbury north,5092
2687375,akiko,yu,sydney,2000
65940,david,drury,pialba,4655
1507736,ernest,o'dea,goulburn,2580
5046684,peter,fenn,karrinyup,6018
5702051,iris,collin,beaudesert,4285
328113,ruth,mcclure,mernda,3754
3342771,decaires,novski,st albans,3021
2949559,peter,hill,irrewillipe,3249
4522424,francesco,judd,leichhardt,2040
1638850,katerina,snape,bligh park,2756
1507781,shanilorrae,edwards,myrtle bank,5064
5177809,leonore,eglington,ocean shores,2483
2687444,barbara,farah,greenacre,2190
1638871,guiseppina,bourke,tolmie,3723
5308890,harald,williams,moonbi,2353
3867100,veronica,nichols,dimboola,3414
1955238,roma,smith,shailer park,4128
4653547,barbara,streeter,gordon,2072
5439985,katrina,gatehouse,mountain creek estate,4557
2130003,alexander,marshall,lockridge,6054
5177846,gennaro,jakusic,north curl curl,2099
1901065,leah,lyons,east victoria park,6101
6095372,mark,clare,kingsley,6026
590358,mandy,lacey,broken hill,2880
4784676,sandra,meagher,annandale,2038
5308965,hazel,holland,lower templestowe,3107
4260391,michael,salmon,cornubia,4130
4816990,bronwyn,ibrahim,botany,2019
3080758,lisa,ryland,barrallier,2575
66114,renate,martens,carindale,4152
4653636,robert,cain,norwood,5067
6226505,janet,de portillo,green valley,2168
5571147,nolene,thi,springvale,3171
1376846,joanne,tran,condell park,2200
1496504,maria,fewsdale,manningham,5086
721509,daniel,stocker,frankston,3199
590451,george,mcdonald,miami,4220
5702260,juanita,ho,berwick,3806
273173,sharon,battersby,mandurah,6210
4915851,kyung,lee,west pennant hills,2125
557165,terrence,morris,townview,4825
6750866,arthur,bass,foster,3960
4183491,dean,lovanovski,thomastown,3074
4784792,mark,capone,mermaid waters,4218
5178010,shona,harris,peakhurst,2210
459436,raymond,brown,darling point,2027
1376943,donna,georgeades,broadmeadows,3047
459443,anna,simmonds,thornlie,6108
328379,may,bruderlin,new lambton,2305
5046980,gareth,lake,kirwan,4817
4784841,david,wallace,port pirie,5540
2949834,kayelene,paige,cooroy,4563
2032333,mark,marshall,belmore,2192
5702353,libby,clements,broadbeach,4218
5178071,luzie,tan,cabramatta west,2166
3736282,garry,rees,mosman,2088
5047006,william,antoniadis,bentleigh east,3165
1256230,katrina,nicpon,collaroy plateau,2097
6488807,mario,kerr,south melbourne,3205
4129524,paul,tapp,burrum heads,4659
3867384,elisabeth,mitchell,thornton,2322
6882042,rong,simonsen,thornbury,3071
4522748,dianne,mundy,maidstone,3012
5047037,gregory,morgan,lalor park,2147
1639179,keith,dove,darra,4076
3474206,frances,sheather,tumut,2720
2586005,beryl,dreibergs,sorrento,6020
1639210,vaughan,tingwell,balmain,2041
3309703,christopher,ellevsen,maroochydore,4558
6882095,fa,tucker,noosaville,4566
1377075,lisa,curtis,summerhill,7250
1246011,peter,gray,winthrop,6150
1639232,anita,healy,ivanhoe east,3079
3736387,beverley,nicholls,hoppers crossing,3029
1901385,troy,mcdougall,lindisfarne,7015
5178186,jane,stevens,sylvania,2224
66383,robert,seethamraju,pennant hills,2120
6619987,david,birch,garfield,3814
2425694,richard,hay,charters towers,4820
3736420,nguyen,paul,north haven,5018
1114985,leigh,lewis,bayview heights,4868
5440369,christopher,morgan,swansea,2281
2687867,cuong,hackett,north balgowlah,2093
5833596,stephen,stewart,bruce rock,6418
5440384,maria,roy,harris park,2150
6357889,michael,scott,hagley,7292
1901442,tony,morehead,silverdale,2752
2163588,vikki,howes,culburra,2540
2556811,mui,mcclatchey,malvern east,3148
6226836,therese,bates,broken hill,2880
5178263,timothy,curden,gosford west,2250
3474329,drago,gibson,dubbo,2830
6357925,iain,lansom,oberon,2787
1901491,elaine,mclaren,barwon downs,3243
3212216,lillian,bragg,brunswick east,3057
1770427,wan,toms,highett,3190
197580,rosemary,heathcote,ballina,2478
4260813,kim,van rijn,eagle heights,4271
4916176,marjorie,dwyer,campbelltown,2560
4522968,glenn,mclellan,fairlight,2094
4522969,desma,race,guildford,6055
197594,aloisius,hopgood,milang,5256
1059664,david,seehars,runcorn,4113
6226931,debra,hinchcliffe,pennant hills,2120
984055,patricia,shipley,esperance,6450
2425848,allen,glendenning,mount kuring-gai,2080
6751238,coral,hawkins,kangaroo flat,3555
1508359,ha,daly,mudgeeraba,4213
6226954,rodney,parnell,katanning west,6317
4129816,min,altanhan,collingwood,3066
721947,steven,davis,woonona,2517
2425891,brendon,arney,rendelsham,5280
1115175,barbara,robertson,merino,3310
4916266,suzanne,taufa,red cliffs,3496
1508395,wendy,yab,sunshine north,3020
5178418,diane,bettoni,oakleigh south,3167
6751291,mahri,khatchadourian,ryde,2112
2950211,dulcie,molino,gardenvale,3185
984143,ross,smith,blacktown,2148
6095955,michelle,sljepica,cabramatta,2166
6489174,joanne,tennyenhuis,athelstone,5076
3081312,richard,rendell,leopold,3224
6095973,gail,sing,bundoora,3083
6751346,denis,heap,kirribilli,2061
2294899,peter,rowney,altona meadows,3028
3343476,barbara,comande,hoppers crossing,3029
5571702,john,guerra,carlton north,3054
4129917,barbara,anderson,smithfield,2164
6739479,heidi,king,seaford,3198
3343508,colleen,palmer,carramar,6031
5702805,nicholas,azzopardi,hunters hill,2110
590998,sandra,willis,gayndah,4625
5047447,cheng,reed,balmain,2041
3998882,lewis,grant,morpeth,2321
5047462,francesco,ch-ng,springvale south,3172
4916392,vicki,phegan,pannawonica,6716
3212461,cheng,ward,helensburgh,2508
1508527,joanne,kotelawele,carlingford,2118
6620340,geoffrey,cooper,bentley,6102
66741,domingo,lanyi,st kilda east,3183
4261051,paul,vilardi,palmerston,2913
4654269,lieu,scherer,bundaberg,4670
6751436,betty,olliffe,port kembla,2505
4392141,lesley,lindsay,wangaratta,3677
6882511,wayne,harttrup,shellharbour,2529
5440727,vincenzo,vickery,tamworth,2340
5833945,neil,docherty,bald hills,4036
1115367,valda,binstadt,narooma,2546
591080,stephen,draper,orange,2800
6882541,barbara,solomona,wiley park,2195
328943,jane,clarke,chinchilla,4413
3081470,peter,ariza,parramatta,2150
5440780,emi,morrissey,inglewood,6052
3605786,hoon,rich,mona vale,2103
2807343,safaa,schulz,kadina,5554
5309727,mei,horton,balnarring,3926
5965092,malcom,isherwood,surrey hills,3127
6620455,anita,oswell,ashgrove,4060
1508651,donald,bleus,melville,6156
3605805,maria,coppa,box hill south,3128
591151,mary,mac hon,glenfield,2167
853300,raymond,trewick,lidcombe,2141
3867960,jozef,callisto,athelstone,5076
1770813,hildrud,baxter,lalor park,2147
1115454,sheila,paul,richmond,2753
1115457,john,hopkins,learmonth,3352
1377605,bradley,kiefer,renmark west,5341
853336,ronalyn,pham,yarraville,3013
2295140,valerie,perry,mornington,3931
2426213,felicity,stevens,warrnambool,3280
2819431,duncan,walker,currumbin valley,4223
5047671,ljubica,annetta,lithgow,2790
4130169,xavier,lopian,beverley,5009
4654459,lisa,dollak,werrington,2747
1639804,paul,camilleri,westmeadows,3049
722304,yuensam,fitzgerald,coleraine,3315
3474829,rick,wright,wallsend,2287
2295182,john,mills,wangaratta,3677
4654479,paul,graffunder,gatton,4343
6358418,kathryn,mozeley,crescent head,2440
3736987,katherine,colpitts,chifley,2606
329118,geoffrey,vincent,moonah west,7009
6096287,anna,duncan,north ryde,2113
853418,maria,gerson,austinmer,2515
5178796,stephen,mcconachy,svensson heights,4670
2295237,narelle,cramp,casula,2170
4511308,ketsia,mills,cooma,2630
1115598,donald,polasek,brighton,3186
67024,jeanne,bartuska,kew,3101
6096337,james,mavroudakis,highett,3190
6882770,miranda,oppedisano,florey,2615
460244,rosa,cantanese,st leonards,3223
3343829,lucia,canning,kangaroo point,4169
5965279,earl,hill,mudgee,2850
1639908,joseph,durden,st kilda east,3183
4130277,angeline,sadettan,westmead,2145
3605992,arthur,rawcliffe,mona vale,2103
6751733,lena,french,seventeen mile rocks,4073
329206,ho,eather,st ives,2075
2033148,michael,grant,mundubbera,4626
6489605,karen,mcclay,woori yallock,3139
1377798,kelvin,gamsby,mollymook,2539
5703180,ma,lee,waterloo corner,5110
4523534,mitsuhiro,mcdonald,east preston,3072
6882840,peter,rex,narromine,2821
1771033,diana,zachulski,kellyville,2155
2295322,kristen,ledek,wingello,2579
2033180,helen,halcrow,tahmoor,2573
3868189,inara,matsen,east maitland,2323
6882847,rhonda,steyn,clayton,5256
853542,anthony,reid,manly,4179
3156913,fedele,cain,rathscar,3465
4904540,luisa,angus,leumeah,2560
4785712,janet,bland,merbein,3505
1508914,thanhthi,scott,swansea,2281
5047870,allicyn,wei,parramatta,2150
4392512,jocelyne,giannetti,peakhurst,2210
2033217,donald,bird,yallambie,3085
4523587,traci,gilbert,wangaratta,3677
6882891,margaret,lee,ringwood,3134
4916814,roula,wines,malvern east,3148
5703249,rosa,dove,halls head,6210
4261459,maree,gill,bute,5560
1246830,hans,ashton,swan reach,3903
2819701,hugh,jorgensen,balmain,2041
5572218,gerald,thomas,melton south,3338
3081851,christine,johnson,glenroy,3046
3212926,david,frankel,tullibigeal,2669
5310086,troy,tennent,yandina,4561
3999374,bruce,zika,rowville,3178
6096529,djuanda,crump,croydon hills,3136
3737237,oleg,galea,avoca,4670
1771163,peter,brennan,greensborough,3088
2819742,casanda,tognolini,gooseberry hill,6076
4523681,vikas,hutchings,dayboro,4521
6489769,miracola,manson,beaconsfield,6162
329387,alexander,milgate,richmond,3121
5179054,kip,o'gorman,edge hill,4870
3999408,peter,macintosh,south yarra,3141
6751925,trevor,hinckley,capalaba,4157
5179063,jason,morgan,toongi,2830
5572284,james,sawyer,xantippe,6609
722624,bruce,carroll,pascoe vale,3044
1115862,glenn,dooley,tweed heads west,2485
5965527,mary,thompsett,warnbro,6169
6489821,kylie,green,tumbi umbi,2261
3081962,frank,amin,lalor,3075
1509102,stephen,wharton,st ives,2075
928723,esna,shore-perez,doonan,4562
5834484,june,fraser,earlville,4870
6620921,jacob,pearson,yarram,3971
3004031,lee,fisher,burleigh waters,4220
5179135,nigel,hayward,ashfield,2131
6883074,nga,allen,umina,2257
4392712,chitra,mackie,lilydale,3140
853770,guo,hansen,hermit park,4812
4654859,yisen,bean,tranmere,5073
984846,roland,gilligan,crestmead,4132
4785940,amandeep,neill,dianella,6059
2164506,martin,campbell,cooloongup,6168
3606299,moya,vinton,mordialloc,3195
3659397,roslyn,holbrook,kangaroo point,4169
3222491,gordon,albino,rosewater,5013
4261677,michelle,guise,kambalda,6442
2819886,desmond,da costa,paddington,4064
2426684,ena,bramich,irishtown,7330
2688830,heather,ferrone,paradise,5075
1902401,margaret,chillingworth,summerland point,2259
6883138,luigi,abdul-latiff,murdoch,6150
1247049,kathryn,bevis,bardon,4065
4205538,michael,wilson,dandenong,3175
460630,margot,peters,brighton,3186
4917082,fiona,kew,elizabeth bay,2011
2819939,wayne,russell,chandler,4155
853868,philip,tredinnick,elermore vale,2287
4786029,dennis,monks,alexandra headland,4572
6752112,frances,gough,ipswich,4305
1649640,jane,dahl,swan hill,3585
460658,jeanette,sarich,miaview,4740
5965698,greg,young,merewether,2291
329605,susan,anastasio,upper coomera,4210
460678,jack,liddell,padstow,2211
3999635,brian,brown,copacabana,2251
5572505,brendan,bourne,taree,2430
1902496,thomas,steele,frankston north,3200
4917154,christopher,morgan,mawson,2607
460709,michael,scougall,dalmeny,2546
3344295,liberata,hancock,islington,2296
3606442,gregory,reynolds,enmore,2042
3606452,cathy,kielarsky,mountain creek estate,4557
6490037,melinda,smith,belmont,3216
1771462,michael,cardilini,endeavour hills,3802
3475403,geoffrey,molloy,malvern,3144
6883281,robert,finn,tanilba bay,2319
6358995,horst,soriano,oakleigh east,3166
5310425,robyn,wadley,clinton,4680
329698,mohammade,fox,blackwood,5051
3344355,paula,gould,cambooya,4358
1378278,adrienne,moorhouse,west ipswich,4305
3475437,julie,kelly,north epping,2121
1378292,rita,loughton,grovedale,3216
2820090,alex,petersen,maryborough,3465
4786180,guy,clark,sunshine,3020
5048327,benjamin,gilchrist,green point,2251
329736,harjit,de roode,tannum sands,4680
5048329,lester,hunt,bowen hills,4006
1771532,ruth,manuel,renown park,5008
3344405,gary,scott,berrinba,4117
5965851,john,grace,rozelle,2039
5179421,katrina,hovard,wahgunyah,3687
5385221,sherrie,vincent,beaumaris,3193
5441568,kay,hart,fitzroy crossing,6765
4659195,xian,ford,hampton,3188
4524080,elizabeth,eatts,manjimup west,6258
3868723,alice,mccarthy,bendigo,3550
854068,leigh,murphy,warragul,3820
723001,carmel,o'donnell,mckinnon,3204
2951228,elena,allen,altona meadows,3028
3475517,vera,marino,morwell,3840
3737663,anna,demartin,neutral bay,2089
6359105,james,naera,leichhardt,2040
4126641,andrew,snelling,scarborough,6019
5179461,matthew,johnson,coogee,2034
2951246,patricia,hoskins,north bondi,2026
3999826,peter,selby,lake placid,4878
1103547,angelika,simovic,hamlyn heights,3215
4524138,chau,nguyen,fairfield,2165
4393072,maree,johnson,glen waverley,3150
4655221,samuel,gillespie,bruce,2617
6228088,muriel,garrard,findon,5023
4555114,yee,holmes,bunbury,6230
592003,astrid,putland,thornleigh,2120
2689200,david,sanders,manly vale,2093
5441730,wallace,wise,clontarf,4019
329926,sandra,stanley,norwood,7250
1378510,anthony,stewart,hyde park,4812
6359249,glyn,coase,eagle heights,4271
461012,marie,burgess,rossmore,2171
6883543,simon,maurer,forest hill,3131
3877924,ramaswami,lee,cessnock,2325
329948,dianne,burke,coleambally,2707
5441765,steve,sanders,bundamba,4304
2689254,lynda,page,eatons hill,4037
2427112,yung,clifton,kenwick,6107
5572841,sandra,taylor,armadale,6112
329965,rachel,bezzina-cork,caringbah,2229
6097139,tiziana,bruggemann,heathcote,2233
3475701,li,tetlow,arana hills,4054
4262143,nigel,craven,ringwood east,3135
2033920,john,menzel,horsham,3400
1509633,claire,nicholls,norman park,4170
2296070,sid,williams,wembley downs,6019
6621448,clive,newcombe,beldon,6027
5179658,helen,pedron,bondi junction,2022
5835023,paul,pickering,camp hill,4152
6128003,richard,almousawi,auburn,2144
6097179,sandor,salas,merrylands,2160
5835043,lionel,lester,longford,7301
3475766,raymond,gannis,evatt,2617
2033979,dianne,lawrence,mount eliza,3930
5048638,judith,russo,athelstone,5076
3737923,gary,hwang,croydon,2132
1378629,francis,kirk,nerang,4211
5953249,anne,abrha,sunshine,3020
5572937,christopher,maggio,cabramatta,2166
330058,jolene,ollier,killarney vale,2261
2427218,shirley,doran,busselton west,6280
4262243,stephen,ireland,korumburra,3950
67943,paget,reglin,acacia ridge,4110
6228330,julie,fagone,spotswood,3015
592237,zorica,lovegrove,kings meadows,7249
5835123,wilma,goodwin,south strathfield,2135
6621566,phuong,welk,ingle farm,5098
2165126,gregory,beadman,oakleigh,3166
2689434,kevin,read,flagstaff hill,5159
5704096,sulastrie,little,applecross,6153
2165157,jodie,perry,mildura,3500
1640889,eugene,wilson,ascot vale,3032
5179838,nicholas,roberts,elwood,3184
4131300,philip,lamb,dingley village,3172
1247720,kerrie,scarce,windsor,3181
4917738,kay,westaway,st peters,2044
5647445,suzanne,taylor,north parramatta,2151
6883841,catherine,grigg,ouyen,3490
5704198,stella,saliakouras,penshurst,2222
6490633,claire,hones,myrtleford,3737
199183,paul,cranwell,brooklyn park,5032
68119,daniel,johnston,erskine park,2759
1913928,david,cutuli,edmonton,4869
6490649,rosaria,johns,broken hill,2880
6359598,elias,rand,blackmans bay,7052
68153,luningning,gill,dickson,2602
6228551,ida,bisschoff,newman,6753
3869261,langera,smith,kobble creek,4520
3082834,georgina,olm,gatton,4343
2427476,alex,gajsek,maribyrnong,3032
6621794,janice,pascoe,currumbin waters,4223
6097509,kassandra,disney,bulimba,4171
5704296,david,oates,davistown,2251
4655727,ho,watts,letherbrook,4800
4393590,silvana,campbell,brighton,3186
3213965,eddie,bahr,redland bay,4165
448281,andrew,cullen,scarness,4655
3869340,elise,spears,st marys,2760
3738272,alicia,morrish,werribee,3030
3738275,milton,watson,aldgate,5154
6884005,kinjal,ward,ocean grove,3226
1378986,maureen,couper,lorne,3232
3345069,jacqueline,fagan,lindisfarne,7015
4751816,amanda,sherwood,holder,2611
2951861,agnes,spargo,urrbrae,5064
4262598,sabri,brozek,spearwood,6163
854731,amira,williamson,sunbury,3429
2558671,ichun,elliott,calamvale,4116
1116881,kan,williams,biddeston,4401
4262610,ivan,purtell,norwood,7250
723677,lyubov,ramsey,pyrmont,2009
199395,john,styles,coolangatta,4225
5442285,wayne,fuentealba,hinchinbrook,2168
1846397,linda,ting,morningside,4170
2951922,marie,o'sullivan,tamworth,2340
5966581,sally,everett,port douglas,4871
68344,paul,rudd,nerang,4211
5573377,jan,fearnley,torquay,4655
6359810,yin,sharpe,port macquarie,2444
592643,darren,riddell,mindarie,6030
2296581,arthur,watkins,tarragindi,4121
199441,venkatalatch,dunkley,slade point,4740
3083026,maxwell,lim,epping north,2121
1379094,jason,crvelin,belrose,2085
2689816,frank,reid,highton,3216
5442335,gururaj,suhr,robina,4226
6753057,kerryn,hood,highton,3216
4786980,benjamin,connors,cornubia,4130
3345189,julie,watts,wonthaggi,3995
1116967,kerry,farmer,tascott,2250
723760,patrick,murray,castle hill,2154
5180209,janine,robinson,tom price,6751
1117004,james,frearson,mount hutton,2290
330587,paolo,dickenson,smithfield,2164
3345245,hilda,jones,wendouree,3355
2952032,sharon,hamilton,maleny,4552
1903457,danny,elliss,keilor east,3033
6753126,nadine,hankin,belconnen,2617
4524904,terence,gerrett,wangaratta,3677
6390247,karen,mallard,miami,4220
4524908,sally,magoulias,ballajura,6066
6097773,maxwell,sleeman,brunswick heads,2483
6097792,anthony,o'neill,woorim,4507
68497,shelley,clint,fannie bay,0820
3476372,charulata,charlton,girrawheen,6064
5835671,sid,camin,balranald,2715
1510296,louise,tremlett,boronia,3155
199577,james,stagbouger,wynn vale,5127
5049242,lauretta,irvin,miranda,2228
854949,travis,bailey,cobar,2835
5835688,henricus,paul,coffs harbour,2450
1903529,susan,pettit,umina,2257
723883,ivy,watts,sunnybank hills,4109
1117103,phillip,sharpe,culburra,2540
6097840,andrew,wells,braddon,2612
2040513,noel,elias,drayton,4350
5442503,janette,chu,ringwood north,3134
854987,margaret,duke,rowville,3178
5966800,harry,campbell,cockatoo,3781
1248214,douglas,bell,yetman,2410
4918231,marie,searle,buderim,4556
6884314,elizabeth,gunawan,rockdale,2216
2821092,carolyn,beard,kellyville,2155
1510378,neal,woods,tabourie lake,2539
4918253,vasilios,assaad,warrandyte,3113
6228974,pauline,tjhin,mascot,2020
1772529,leslie,lamph,nyngan,2825
2427890,margaret,christie,toowong,4066
4000758,kevin,watson,aberdeen,2336
4393976,graham,schreiber,reservoir,3073
68602,sandy,colbert,laverton,3028
3476476,norman,tsakos,goulburn,2580
5704701,marianna,lawon,west lakes shore,5020
1117190,lynda,keightley,churchlands,6018
6753293,wendy,robinson,aitkenvale,4814
330770,eugene,woodward,berkeley vale,2261
592922,yolanda,o'driscoll,laurieton,2443
2034730,john,labriola,eaton,6232
5966913,angela,colefax,acacia ridge,4110
2165833,stamatina,campbell,newrybar,2479
6884428,sup,ryan,dapto,2530
2690126,yuk,mullins,wauchope,2446
5311569,beverley,donnellan,napperby,5540
68690,annunziata,wright,greenfields,6210
5180504,kylie,everitt,charleville,4470
3607648,nicole,hardy,young,2594
4394083,milagros,winnall,meekatharra,6642
3738727,tara,patti,stanthorpe,4380
5049456,thomas,gretton,riddells creek,3431
5835889,quorkling,arthur,bentleigh east,3165
1510515,donald,howard,wyee,2259
6622326,glen,carter,peppermint grove beach,6271
1772664,pamela,regnier,peake,5301
5442681,peter,gudde,werribee,3030
2559099,chloe,fearn,roselands,2196
3047957,tim,stanford,narrabri,2390
6360195,victor,geddes,laurieton,2443
5704838,alan,gaskin,wantirna south,3152
724111,jodie,halpin,burpengary,4505
4656273,melissa,longdon,lithgow,2790
2165906,jennifer,clayton,welby,2575
5442718,florence,brown,clareville,2107
6229155,roman,thompson,bacchus marsh,3340
2165927,adrian,johnson,paradise point,4216
1903787,jacqueline,symonds,mclaren vale,5171
5967021,carol,catorall,kincumber,2251
1641659,jennifer,jones,maylands,6051
1641664,ling,neubauer,sheidow park,5158
330946,kerrieann,drayton,bellingen,2454
3869902,julie,sloan,gnangara,6065
